transaction_id,account_id,transaction_type,amount,transaction_date
TRX0000895,ACC0000622,Withdrawal,13339.61,2018-02-26
TRX0000896,ACC0000625,Withdrawal,17880.88,2023-07-15
TRX0000897,ACC0002077,Transfer,34016.21,2021-07-28
TRX0000898,ACC0001519,Withdrawal,27454.75,2023-06-12
TRX0000899,ACC0000409,Payment,47523.41,2022-02-22
TRX0000900,ACC0002737,Transfer,1375.12,2018-10-24
TRX0000901,ACC0002638,Deposit,28341.9,2020-11-15
TRX0000902,ACC0001875,Transfer,18128.32,2024-02-22
TRX0000903,ACC0000390,Deposit,37818.04,2024-12-01
TRX0000904,ACC0001865,Deposit,21947.94,2022-02-18
TRX0000905,ACC0002706,Deposit,26055.54,2021-04-07
TRX0000906,ACC0001022,Transfer,22923.07,2024-06-13
TRX0000907,ACC0000314,Deposit,49207.2,2022-09-24
TRX0000908,ACC0001937,Transfer,31398.88,2019-09-09
TRX0000909,ACC0001710,Withdrawal,14719.65,2024-08-09
TRX0000910,ACC0002249,Deposit,3907.3,2023-11-09
TRX0000911,ACC0001098,Payment,48280.64,2023-04-03
TRX0000912,ACC0000711,Payment,43799.21,2023-02-05
TRX0000913,ACC0000798,Withdrawal,43072.79,2018-10-12
TRX0000914,ACC0001131,Transfer,25864.95,2019-01-15
TRX0000915,ACC0000198,Transfer,7320.27,2022-10-14
TRX0000916,ACC0000487,Deposit,46821.48,2021-08-27
TRX0000917,ACC0002442,Payment,46845.54,2019-11-17
TRX0000918,ACC0000398,Withdrawal,12026.04,2023-08-10
TRX0000919,ACC0000880,Withdrawal,30777.83,2019-06-29
TRX0000920,ACC0000067,Payment,15021.83,2020-06-13
TRX0000921,ACC0000736,Transfer,26474.43,2019-06-28
TRX0000922,ACC0002846,Deposit,25950.18,2019-08-08
TRX0000923,ACC0000794,Transfer,1784.58,2024-01-18
TRX0000924,ACC0002965,Transfer,18621.11,2024-11-28
TRX0000925,ACC0001952,Withdrawal,22932.92,2021-01-13
TRX0000926,ACC0002675,Payment,30264.37,2022-11-16
TRX0000927,ACC0000062,Payment,19291.94,2018-07-08
TRX0000928,ACC0001665,Deposit,45936.62,2024-09-09
TRX0000929,ACC0002619,Transfer,2690.67,2019-09-30
TRX0000930,ACC0001182,Deposit,24567.16,2024-02-24
TRX0000931,ACC0001446,Transfer,10861.27,2023-04-24
TRX0000932,ACC0001851,Payment,39931.42,2018-06-13
TRX0000933,ACC0001364,Withdrawal,6766.01,2022-06-19
TRX0000934,ACC0001600,Transfer,32511.49,2022-07-17
TRX0000935,ACC0000306,Deposit,10675.5,2021-08-04
TRX0000936,ACC0000544,Payment,5666.81,2019-06-16
TRX0000937,ACC0000394,Withdrawal,11842.99,2019-06-28
TRX0000938,ACC0000803,Transfer,1568.88,2023-04-29
TRX0000939,ACC0000592,Deposit,41645.04,2020-06-01
TRX0000940,ACC0001133,Payment,30586.43,2019-01-14
TRX0000941,ACC0000566,Transfer,33296.33,2018-01-11
TRX0000942,ACC0002606,Withdrawal,5075.55,2021-08-03
TRX0000943,ACC0002654,Transfer,28900.33,2020-03-10
TRX0000944,ACC0001168,Payment,25125.61,2021-01-14
TRX0000945,ACC0002783,Withdrawal,5002.17,2021-09-29
TRX0000946,ACC0001322,Withdrawal,6514.85,2018-06-13
TRX0000947,ACC0002451,Transfer,11605.83,2022-10-08
TRX0000948,ACC0002121,Transfer,11461.63,2018-02-25
TRX0000949,ACC0000157,Payment,27017.09,2019-06-29
TRX0000950,ACC0000412,Deposit,39933.59,2023-03-17
TRX0000951,ACC0000866,Payment,14207.74,2021-01-15
TRX0000952,ACC0001457,Deposit,257.82,2023-06-22
TRX0000953,ACC0001747,Payment,9126.1,2021-08-07
TRX0000954,ACC0001668,Transfer,34736.57,2019-10-23
TRX0000955,ACC0000245,Withdrawal,39175.17,2020-03-28
TRX0000956,ACC0002904,Transfer,9726.55,2018-06-25
TRX0000957,ACC0001950,Withdrawal,15559.51,2020-01-06
TRX0000958,ACC0002972,Payment,44871.24,2020-08-04
TRX0000959,ACC0001379,Transfer,13064.63,2020-08-06
TRX0000960,ACC0002569,Deposit,43722.21,2020-12-07
TRX0000961,ACC0000699,Payment,5092.77,2019-06-13
TRX0000962,ACC0001937,Transfer,4545.48,2021-12-25
TRX0000963,ACC0000314,Withdrawal,41184.72,2019-12-26
TRX0000964,ACC0000204,Deposit,32764.76,2019-02-25
TRX0000965,ACC0000969,Payment,37752.3,2019-08-19
TRX0000966,ACC0002130,Transfer,45471.4,2021-08-17
TRX0000967,ACC0000678,Transfer,43631.54,2023-08-17
TRX0000968,ACC0000431,Payment,29124.89,2018-12-19
TRX0000969,ACC0002544,Deposit,31846.1,2018-09-06
TRX0000970,ACC0001275,Transfer,33644.44,2022-04-18
TRX0000971,ACC0001339,Payment,39331.52,2018-06-19
TRX0000972,ACC0000517,Withdrawal,30006.98,2021-10-10
TRX0000973,ACC0000892,Deposit,624.24,2024-04-23
TRX0000974,ACC0002727,Deposit,28701.42,2023-12-20
TRX0000975,ACC0002780,Payment,45178.31,2024-04-08
TRX0000976,ACC0002902,Withdrawal,27875.09,2021-08-28
TRX0000977,ACC0000750,Transfer,20510.68,2020-11-01
TRX0000978,ACC0002788,Deposit,49618.57,2021-01-17
TRX0000979,ACC0003000,Transfer,78.16,2022-07-16
TRX0000980,ACC0002934,Deposit,31122.18,2023-03-23
TRX0000981,ACC0002826,Deposit,15281.69,2023-07-02
TRX0000982,ACC0001278,Payment,17633.47,2018-11-29
TRX0000983,ACC0001866,Payment,11223.27,2019-08-01
TRX0000984,ACC0002431,Payment,22788.75,2024-05-08
TRX0000985,ACC0000508,Transfer,28739.23,2018-12-03
TRX0000986,ACC0001295,Payment,19033.99,2019-04-24
TRX0000987,ACC0002980,Deposit,6614.15,2021-05-15
TRX0000988,ACC0001644,Payment,42607.74,2021-04-07
TRX0000989,ACC0001418,Withdrawal,1735.21,2019-05-04
TRX0000990,ACC0001527,Deposit,19352.96,2018-01-13
TRX0000991,ACC0002105,Payment,32989.56,2022-01-07
TRX0000992,ACC0002341,Withdrawal,31046.94,2020-10-03
TRX0000993,ACC0001602,Payment,37550.43,2021-10-03
TRX0000994,ACC0002536,Withdrawal,24152.09,2021-06-25
TRX0000995,ACC0000948,Deposit,31881.47,2022-02-10
TRX0000996,ACC0000019,Deposit,9817.03,2023-07-20
TRX0000997,ACC0002440,Transfer,26127.04,2019-11-10
TRX0000998,ACC0002013,Transfer,28041.46,2023-05-27
TRX0000999,ACC0000535,Payment,22508.2,2019-05-08
TRX0001000,ACC0000134,Payment,12144.9,2023-05-26
TRX0001001,ACC0002531,Deposit,26407.61,2024-05-03
TRX0001002,ACC0002848,Payment,22989.25,2020-08-24
TRX0001003,ACC0000733,Withdrawal,42767.27,2018-04-14
TRX0001004,ACC0001395,Payment,6597.57,2021-11-27
TRX0001005,ACC0002536,Deposit,43850.74,2022-02-25
TRX0001006,ACC0000246,Transfer,27706.06,2022-05-17
TRX0001007,ACC0002085,Withdrawal,29400.88,2020-10-10
TRX0001008,ACC0000387,Deposit,2047.28,2021-12-22
TRX0001009,ACC0002980,Transfer,40243.25,2020-02-27
TRX0001010,ACC0001885,Deposit,20032.85,2022-07-07
TRX0001011,ACC0002809,Payment,47816.4,2023-10-25
TRX0001012,ACC0001860,Deposit,19546.57,2022-02-01
TRX0001013,ACC0001409,Withdrawal,34218.54,2018-01-27
TRX0001014,ACC0000228,Deposit,25832.71,2020-07-21
TRX0001015,ACC0002962,Payment,29759.78,2019-11-11
TRX0001016,ACC0002393,Transfer,23419.46,2023-05-02
TRX0001017,ACC0001979,Deposit,31512.48,2024-05-29
TRX0001018,ACC0000569,Deposit,47869.47,2024-10-31
TRX0001019,ACC0002027,Payment,13716.21,2018-02-20
TRX0001020,ACC0000510,Deposit,168.15,2022-01-29
TRX0001021,ACC0001555,Deposit,6270.57,2020-04-26
TRX0001022,ACC0001280,Payment,14681.13,2018-12-09
TRX0001023,ACC0002963,Withdrawal,24787.94,2018-10-19
TRX0001024,ACC0001071,Withdrawal,32829.62,2020-09-29
TRX0001025,ACC0001937,Payment,37681.83,2019-03-27
TRX0001026,ACC0001376,Withdrawal,44898.76,2024-04-24
TRX0001027,ACC0002563,Withdrawal,45169.35,2020-02-08
TRX0001028,ACC0000492,Withdrawal,44593.25,2022-01-12
TRX0001029,ACC0001328,Withdrawal,18399.54,2023-04-27
TRX0001030,ACC0001529,Withdrawal,9024.68,2022-01-08
TRX0001031,ACC0002993,Deposit,42533.78,2019-09-12
TRX0001032,ACC0002512,Transfer,40444.02,2023-03-05
TRX0001033,ACC0000748,Deposit,14928.81,2020-04-18
TRX0001034,ACC0002957,Deposit,31717.2,2023-11-25
TRX0001035,ACC0001459,Deposit,37756.12,2020-10-09
TRX0001036,ACC0002615,Withdrawal,36086.79,2021-10-07
TRX0001037,ACC0000294,Deposit,1413.92,2022-05-03
TRX0001038,ACC0000228,Payment,41569.48,2024-01-12
TRX0001039,ACC0002905,Payment,18409.22,2022-06-10
TRX0001040,ACC0001162,Deposit,20387.45,2022-06-24
TRX0001041,ACC0000526,Transfer,6404.14,2022-12-13
TRX0001042,ACC0001324,Payment,28838.47,2023-04-07
TRX0001043,ACC0002013,Payment,40693.02,2020-06-23
TRX0001044,ACC0000653,Transfer,15214.93,2024-05-22
TRX0001045,ACC0001559,Payment,16563.21,2023-05-30
TRX0001046,ACC0002626,Withdrawal,49971.17,2018-02-02
TRX0001047,ACC0001866,Payment,41478.56,2021-03-22
TRX0001048,ACC0002382,Deposit,40027.04,2024-11-28
TRX0001049,ACC0002637,Withdrawal,43471.4,2022-11-19
TRX0001050,ACC0000201,Withdrawal,38207.89,2020-02-03
TRX0001051,ACC0000919,Deposit,5406.39,2021-11-13
TRX0001052,ACC0002363,Transfer,2037.91,2021-02-09
TRX0001053,ACC0002615,Transfer,37476.95,2018-02-28
TRX0001054,ACC0000806,Withdrawal,13619.54,2022-07-20
TRX0001055,ACC0000652,Transfer,46393.61,2018-05-02
TRX0001056,ACC0002141,Deposit,33034.43,2019-05-09
TRX0001057,ACC0001634,Withdrawal,17119.16,2023-10-15
TRX0001058,ACC0000943,Transfer,40983.76,2023-03-03
TRX0001059,ACC0001335,Payment,31447.18,2024-06-22
TRX0001060,ACC0000667,Payment,598.24,2019-02-09
TRX0001061,ACC0002715,Transfer,6466.18,2022-03-30
TRX0001062,ACC0001311,Withdrawal,1739.93,2022-06-17
TRX0001063,ACC0000274,Transfer,13418.33,2023-08-11
TRX0001064,ACC0002913,Deposit,44274.5,2023-07-30
TRX0001065,ACC0001432,Transfer,47497.17,2019-07-31
TRX0001066,ACC0001940,Withdrawal,6993.85,2023-05-06
TRX0001067,ACC0001803,Payment,13984.12,2022-03-23
TRX0001068,ACC0001526,Withdrawal,21220.05,2023-01-10
TRX0001069,ACC0002932,Deposit,35231.07,2020-01-31
TRX0001070,ACC0000980,Transfer,1950.58,2021-11-01
TRX0001071,ACC0001252,Withdrawal,24239.9,2019-07-28
TRX0001072,ACC0001236,Deposit,31856.7,2022-11-18
TRX0001073,ACC0000854,Deposit,4578.92,2018-07-11
TRX0001074,ACC0001039,Transfer,15806.37,2024-04-27
TRX0001075,ACC0002728,Withdrawal,38088.07,2022-05-17
TRX0001076,ACC0001588,Withdrawal,33712.17,2020-04-02
TRX0001077,ACC0002447,Payment,44342.37,2019-11-24
TRX0001078,ACC0000660,Withdrawal,23844.31,2019-05-24
TRX0001079,ACC0000122,Deposit,8382.89,2022-09-01
TRX0001080,ACC0001952,Withdrawal,30269.4,2023-09-02
TRX0001081,ACC0000789,Payment,20714.86,2020-05-29
TRX0001082,ACC0002690,Withdrawal,17661.83,2022-11-15
TRX0001083,ACC0002743,Transfer,10344.48,2022-06-19
TRX0001084,ACC0000422,Deposit,9610.38,2023-02-05
TRX0001085,ACC0001866,Transfer,24396.45,2020-11-19
TRX0001086,ACC0001041,Transfer,20165.33,2020-08-28
TRX0001087,ACC0001809,Transfer,33856.51,2018-04-28
TRX0001088,ACC0000934,Transfer,14701.55,2018-11-05
TRX0001089,ACC0002829,Transfer,34554.74,2021-05-01
TRX0001090,ACC0001097,Payment,29040.4,2020-12-12
TRX0001091,ACC0002056,Withdrawal,29266.91,2021-08-02
TRX0001092,ACC0001859,Withdrawal,45938.42,2018-06-03
TRX0001093,ACC0000200,Transfer,48310.22,2023-03-20
TRX0001094,ACC0000144,Transfer,47677.99,2023-11-27
TRX0001095,ACC0001445,Deposit,28016.94,2024-12-17
TRX0001096,ACC0002219,Deposit,19849.3,2024-12-27
TRX0001097,ACC0001290,Withdrawal,18575.86,2022-04-01
TRX0001098,ACC0002732,Transfer,37777.73,2020-07-30
TRX0001099,ACC0001153,Transfer,12573.73,2018-08-20
TRX0001100,ACC0002814,Withdrawal,38752.09,2019-07-27
TRX0001101,ACC0002166,Payment,34625.98,2021-01-03
TRX0001102,ACC0002827,Deposit,9888.79,2019-01-25
TRX0001103,ACC0000360,Withdrawal,2376.67,2020-05-20
TRX0001104,ACC0000561,Payment,24385.06,2021-04-02
TRX0001105,ACC0001661,Withdrawal,28986.98,2019-10-17
TRX0001106,ACC0001643,Transfer,17830.68,2020-09-19
TRX0001107,ACC0001613,Transfer,10548.17,2024-09-02
TRX0001108,ACC0001069,Transfer,44184.52,2019-08-02
TRX0001109,ACC0000979,Payment,8272.18,2024-02-26
TRX0001110,ACC0001775,Transfer,4698.37,2020-06-07
TRX0001111,ACC0001991,Withdrawal,24167.77,2021-07-22
TRX0001112,ACC0000695,Withdrawal,1869.23,2019-12-29
TRX0001113,ACC0002063,Deposit,3528.61,2022-05-06
TRX0001114,ACC0002695,Payment,39079.49,2019-09-08
TRX0001115,ACC0001369,Deposit,7129.46,2023-02-02
TRX0001116,ACC0000868,Withdrawal,16573.76,2023-11-01
TRX0001117,ACC0001537,Payment,17260.26,2019-04-05
TRX0001118,ACC0002135,Transfer,7180.96,2021-08-28
TRX0001119,ACC0001867,Payment,873.69,2020-06-04
TRX0001120,ACC0002331,Payment,40447.59,2020-06-22
TRX0001121,ACC0000878,Deposit,4407.44,2022-01-27
TRX0001122,ACC0002185,Transfer,17701.57,2022-06-20
TRX0001123,ACC0000125,Transfer,32952.06,2019-11-25
TRX0001124,ACC0000578,Transfer,36771.86,2021-11-29
TRX0001125,ACC0000615,Deposit,40922.89,2021-04-02
TRX0001126,ACC0000596,Withdrawal,39385.17,2022-12-18
TRX0001127,ACC0001528,Deposit,14439.51,2019-01-17
TRX0001128,ACC0001697,Payment,19596.47,2023-01-08
TRX0001129,ACC0001175,Withdrawal,16828.16,2024-04-04
TRX0001130,ACC0000408,Withdrawal,12476.89,2019-08-11
TRX0001131,ACC0002973,Payment,30267.71,2022-06-03
TRX0001132,ACC0001727,Transfer,7723.68,2022-04-22
TRX0001133,ACC0002978,Withdrawal,31408.98,2020-08-09
TRX0001134,ACC0001182,Payment,31141.61,2021-06-07
TRX0001135,ACC0002379,Transfer,28797.51,2020-11-13
TRX0001136,ACC0000462,Payment,26561.34,2021-05-07
TRX0001137,ACC0002800,Deposit,11651.62,2020-04-19
TRX0001138,ACC0001833,Deposit,31922.82,2020-03-20
TRX0001139,ACC0000132,Withdrawal,39398.24,2022-03-02
TRX0001140,ACC0000029,Deposit,32935.37,2019-10-08
TRX0001141,ACC0001478,Deposit,49724.82,2024-10-13
TRX0001142,ACC0000622,Deposit,2139.23,2018-09-26
TRX0001143,ACC0001268,Payment,16836.7,2023-12-09
TRX0001144,ACC0002513,Payment,33282.56,2022-06-01
TRX0001145,ACC0002738,Deposit,11771.16,2022-11-28
TRX0001146,ACC0001132,Deposit,39655.4,2023-09-12
TRX0001147,ACC0002311,Payment,42513.28,2019-01-14
TRX0001148,ACC0000810,Payment,27565.32,2019-12-08
TRX0001149,ACC0002539,Withdrawal,35392.66,2022-10-04
TRX0001150,ACC0000708,Transfer,3520.0,2022-07-14
TRX0001151,ACC0000532,Withdrawal,13834.19,2024-09-01
TRX0001152,ACC0000102,Withdrawal,48578.17,2024-08-05
TRX0001153,ACC0002052,Deposit,49321.99,2020-01-24
TRX0001154,ACC0000973,Transfer,8473.87,2022-12-09
TRX0001155,ACC0002571,Transfer,30771.62,2023-09-15
TRX0001156,ACC0000718,Payment,15609.18,2019-09-16
TRX0001157,ACC0000486,Transfer,46014.62,2023-05-31
TRX0001158,ACC0001436,Withdrawal,11999.54,2022-12-24
TRX0001159,ACC0002115,Payment,23937.35,2018-01-09
TRX0001160,ACC0002729,Transfer,26402.49,2022-10-02
TRX0001161,ACC0000262,Payment,15117.56,2020-02-19
TRX0001162,ACC0002092,Payment,31962.8,2023-05-06
TRX0001163,ACC0002402,Transfer,18299.72,2023-04-08
TRX0001164,ACC0000436,Withdrawal,47144.6,2022-02-19
TRX0001165,ACC0000240,Deposit,28799.34,2020-01-14
TRX0001166,ACC0000268,Transfer,22763.81,2023-07-15
TRX0001167,ACC0000798,Deposit,42415.37,2021-07-05
TRX0001168,ACC0000663,Withdrawal,18265.93,2024-12-10
TRX0001169,ACC0000327,Transfer,2816.58,2024-12-05
TRX0001170,ACC0000859,Payment,2962.56,2020-10-01
TRX0001171,ACC0000733,Deposit,4658.52,2021-11-14
TRX0001172,ACC0001841,Transfer,7616.9,2024-06-15
TRX0001173,ACC0000763,Transfer,14231.87,2020-01-06
TRX0001174,ACC0001711,Transfer,583.51,2023-02-28
TRX0001175,ACC0001979,Payment,26452.6,2024-02-22
TRX0001176,ACC0002035,Transfer,4120.0,2022-09-12
TRX0001177,ACC0000860,Deposit,6150.47,2021-07-02
TRX0001178,ACC0001637,Deposit,14000.19,2024-04-10
TRX0001179,ACC0001149,Withdrawal,37996.34,2022-08-19
TRX0001180,ACC0001075,Deposit,14390.59,2022-08-30
TRX0001181,ACC0002336,Withdrawal,20277.16,2018-04-24
TRX0001182,ACC0001638,Transfer,32471.94,2021-09-30
TRX0001183,ACC0002132,Transfer,42814.24,2019-08-27
TRX0001184,ACC0000212,Deposit,7295.39,2019-08-16
TRX0001185,ACC0000365,Deposit,45585.82,2023-12-14
TRX0001186,ACC0001564,Withdrawal,41666.92,2019-10-05
TRX0001187,ACC0000945,Deposit,23283.25,2023-04-10
TRX0001188,ACC0002642,Payment,46721.73,2024-03-19
TRX0001189,ACC0002242,Payment,17513.91,2019-07-13
TRX0001190,ACC0000880,Payment,46695.3,2023-05-09
TRX0001191,ACC0000243,Withdrawal,24672.48,2022-06-08
TRX0001192,ACC0002977,Payment,6207.25,2024-11-10
TRX0001193,ACC0001246,Payment,647.84,2019-08-01
TRX0001194,ACC0000320,Transfer,16843.87,2020-04-23
TRX0001195,ACC0001421,Withdrawal,14621.65,2018-03-15
TRX0001196,ACC0001310,Payment,2472.83,2020-11-27
TRX0001197,ACC0001007,Transfer,44499.0,2021-10-30
TRX0001198,ACC0000690,Withdrawal,46950.24,2021-08-02
TRX0001199,ACC0001368,Payment,39331.55,2019-11-06
TRX0001200,ACC0000264,Payment,43678.8,2020-08-13
TRX0001201,ACC0002766,Withdrawal,42979.24,2021-07-25
TRX0001202,ACC0001095,Deposit,33583.24,2020-05-16
TRX0001203,ACC0002884,Transfer,12412.67,2022-12-28
TRX0001204,ACC0001577,Withdrawal,19733.89,2023-07-06
TRX0001205,ACC0000559,Transfer,12823.38,2024-01-29
TRX0001206,ACC0002592,Deposit,5382.74,2019-08-24
TRX0001207,ACC0001551,Payment,14189.69,2021-10-04
TRX0001208,ACC0001220,Payment,1945.88,2022-10-14
TRX0001209,ACC0001472,Payment,36909.63,2019-10-03
TRX0001210,ACC0001071,Deposit,33510.52,2024-11-29
TRX0001211,ACC0001454,Payment,14448.18,2021-12-21
TRX0001212,ACC0000030,Transfer,30924.17,2019-04-23
TRX0001213,ACC0001752,Deposit,23743.9,2019-04-12
TRX0001214,ACC0002843,Withdrawal,20932.72,2022-07-02
TRX0001215,ACC0001673,Payment,17485.84,2018-12-07
TRX0001216,ACC0001297,Payment,31382.06,2024-04-25
TRX0001217,ACC0000719,Payment,42506.58,2023-11-06
TRX0001218,ACC0001219,Payment,20804.15,2022-03-29
TRX0001219,ACC0002839,Payment,43144.6,2022-02-01
TRX0001220,ACC0000531,Withdrawal,10782.49,2023-01-12
TRX0001221,ACC0001244,Transfer,29366.49,2022-03-26
TRX0001222,ACC0000426,Deposit,35008.46,2020-01-19
TRX0001223,ACC0000693,Transfer,41821.4,2022-08-20
TRX0001224,ACC0001281,Payment,44146.79,2023-01-01
TRX0001225,ACC0000366,Withdrawal,36951.64,2023-04-25
TRX0001226,ACC0002662,Deposit,1844.25,2023-08-05
TRX0001227,ACC0001580,Transfer,11998.27,2022-05-27
TRX0001228,ACC0001070,Withdrawal,2943.92,2018-01-31
TRX0001229,ACC0001885,Transfer,46874.03,2018-04-04
TRX0001230,ACC0002879,Withdrawal,6329.03,2023-01-02
TRX0001231,ACC0001633,Withdrawal,37583.27,2019-09-05
TRX0001232,ACC0002079,Deposit,18480.12,2022-10-13
TRX0001233,ACC0001038,Transfer,38467.02,2023-11-23
TRX0001234,ACC0001254,Transfer,26489.9,2023-10-01
TRX0001235,ACC0001341,Transfer,12872.33,2022-11-25
TRX0001236,ACC0000301,Deposit,27545.82,2023-11-25
TRX0001237,ACC0002388,Payment,18664.35,2019-01-10
TRX0001238,ACC0001593,Payment,40114.17,2021-07-28
TRX0001239,ACC0000682,Payment,10789.37,2024-02-21
TRX0001240,ACC0001190,Deposit,24524.14,2023-11-12
TRX0001241,ACC0002773,Payment,23735.42,2021-07-01
TRX0001242,ACC0001858,Deposit,40190.61,2020-04-23
TRX0001243,ACC0001837,Deposit,17411.25,2022-05-26
TRX0001244,ACC0002879,Deposit,10631.2,2024-08-22
TRX0001245,ACC0000572,Transfer,44465.82,2023-12-09
TRX0001246,ACC0002714,Deposit,19454.11,2024-09-07
TRX0001247,ACC0002449,Transfer,48261.28,2020-04-04
TRX0001248,ACC0001225,Withdrawal,17130.33,2021-03-18
TRX0001249,ACC0000774,Withdrawal,48877.19,2018-05-29
TRX0001250,ACC0002993,Transfer,4923.49,2019-05-23
TRX0001251,ACC0001492,Payment,41571.76,2019-11-18
TRX0001252,ACC0001764,Payment,29419.62,2018-08-20
TRX0001253,ACC0002600,Transfer,7008.52,2024-11-25
TRX0001254,ACC0001997,Payment,42792.22,2021-03-28
TRX0001255,ACC0002410,Payment,36094.83,2019-07-07
TRX0001256,ACC0000488,Payment,42943.44,2022-03-20
TRX0001257,ACC0000368,Deposit,48235.66,2024-12-19
TRX0001258,ACC0002935,Transfer,32735.46,2021-12-17
TRX0001259,ACC0001477,Transfer,19125.66,2024-12-15
TRX0001260,ACC0001702,Deposit,43401.16,2020-08-20
TRX0001261,ACC0000100,Deposit,30164.83,2024-05-16
TRX0001262,ACC0000360,Withdrawal,24182.18,2023-12-27
TRX0001263,ACC0000324,Transfer,48356.86,2020-08-29
TRX0001264,ACC0002348,Withdrawal,16856.4,2018-01-19
TRX0001265,ACC0001092,Withdrawal,1371.54,2019-01-13
TRX0001266,ACC0002032,Transfer,12191.39,2018-08-29
TRX0001267,ACC0001670,Withdrawal,19845.3,2021-05-22
TRX0001268,ACC0001443,Transfer,10198.58,2023-09-05
TRX0001269,ACC0001885,Transfer,48346.85,2021-06-15
TRX0001270,ACC0002312,Transfer,31767.47,2024-01-11
TRX0001271,ACC0002969,Payment,36836.55,2018-02-23
TRX0001272,ACC0001425,Withdrawal,39627.64,2018-01-19
TRX0001273,ACC0001561,Withdrawal,36978.18,2024-07-25
TRX0001274,ACC0000920,Withdrawal,36362.86,2022-10-03
TRX0001275,ACC0002368,Withdrawal,13339.25,2018-06-29
TRX0001276,ACC0000877,Withdrawal,43704.01,2022-10-31
TRX0001277,ACC0002666,Payment,36953.66,2018-02-05
TRX0001278,ACC0002901,Transfer,38467.29,2023-07-31
TRX0001279,ACC0000674,Withdrawal,23288.44,2018-10-31
TRX0001280,ACC0002551,Transfer,43942.45,2022-06-21
TRX0001281,ACC0000375,Deposit,25365.46,2018-11-17
TRX0001282,ACC0002596,Deposit,36309.2,2024-01-29
TRX0001283,ACC0002988,Transfer,35733.98,2024-04-15
TRX0001284,ACC0001657,Payment,47804.98,2024-06-27
TRX0001285,ACC0001309,Transfer,33583.85,2018-09-14
TRX0001286,ACC0001166,Payment,47740.16,2024-11-17
TRX0001287,ACC0000270,Payment,30326.83,2020-05-11
TRX0001288,ACC0000648,Transfer,36797.91,2021-06-04
TRX0001289,ACC0001625,Payment,12735.72,2021-06-07
TRX0001290,ACC0000708,Deposit,42880.81,2020-07-21
TRX0001291,ACC0002388,Payment,12924.77,2021-10-11
TRX0001292,ACC0002241,Transfer,46060.43,2021-03-21
TRX0001293,ACC0002174,Deposit,19973.96,2020-09-24
TRX0001294,ACC0000835,Payment,44842.79,2023-12-17
TRX0001295,ACC0001418,Deposit,46036.37,2019-01-02
TRX0001296,ACC0002480,Withdrawal,18563.59,2018-01-31
TRX0001297,ACC0001756,Payment,1775.49,2020-09-12
TRX0001298,ACC0002007,Deposit,21112.55,2024-05-24
TRX0001299,ACC0000402,Transfer,10585.97,2021-05-26
TRX0001300,ACC0000483,Transfer,35449.82,2018-12-08
TRX0001301,ACC0000179,Deposit,9788.9,2022-08-01
TRX0001302,ACC0000103,Deposit,20829.43,2024-09-30
TRX0001303,ACC0002333,Transfer,29698.53,2019-12-01
TRX0001304,ACC0001350,Deposit,11693.4,2019-10-10
TRX0001305,ACC0001792,Transfer,17604.64,2023-08-26
TRX0001306,ACC0002628,Payment,17270.61,2018-11-24
TRX0001307,ACC0001513,Payment,32292.5,2019-01-16
TRX0001308,ACC0001106,Withdrawal,44582.0,2019-03-25
TRX0001309,ACC0002155,Transfer,44632.51,2022-08-15
TRX0001310,ACC0002679,Transfer,30471.72,2022-09-01
TRX0001311,ACC0000151,Withdrawal,44448.41,2021-09-08
TRX0001312,ACC0000692,Transfer,12930.91,2018-01-29
TRX0001313,ACC0002593,Deposit,44951.69,2019-04-02
TRX0001314,ACC0000799,Withdrawal,32889.29,2023-04-15
TRX0001315,ACC0000362,Deposit,4342.74,2018-02-23
TRX0001316,ACC0000197,Transfer,1633.79,2019-11-28
TRX0001317,ACC0001868,Transfer,4462.93,2020-08-14
TRX0001318,ACC0000152,Deposit,23856.72,2023-01-25
TRX0001319,ACC0002567,Transfer,43561.48,2021-07-23
TRX0001320,ACC0002593,Deposit,35266.09,2022-06-10
TRX0001321,ACC0002971,Payment,2295.09,2024-07-24
TRX0001322,ACC0001577,Payment,5819.05,2020-02-14
TRX0001323,ACC0002168,Payment,45217.12,2022-03-20
TRX0001324,ACC0002675,Payment,25013.66,2019-03-25
TRX0001325,ACC0000752,Transfer,28179.64,2023-06-06
TRX0001326,ACC0001741,Payment,36069.76,2024-04-05
TRX0001327,ACC0000299,Deposit,46772.24,2020-12-16
TRX0001328,ACC0000700,Deposit,47075.57,2020-10-18
TRX0001329,ACC0000389,Deposit,24088.54,2021-11-21
TRX0001330,ACC0000850,Transfer,24136.35,2024-12-10
TRX0001331,ACC0000852,Deposit,16482.94,2024-04-06
TRX0001332,ACC0001050,Transfer,45018.77,2023-09-21
TRX0001333,ACC0002914,Withdrawal,10771.57,2024-06-23
TRX0001334,ACC0002570,Payment,25537.27,2021-08-15
TRX0001335,ACC0000354,Payment,14118.69,2020-03-24
TRX0001336,ACC0000402,Deposit,39358.86,2019-05-27
TRX0001337,ACC0000864,Withdrawal,18414.89,2019-08-25
TRX0001338,ACC0002065,Withdrawal,26140.75,2020-11-04
TRX0001339,ACC0001617,Deposit,38801.66,2023-05-25
TRX0001340,ACC0001654,Transfer,16281.79,2020-03-17
TRX0001341,ACC0002739,Payment,33529.86,2024-09-11
TRX0001342,ACC0002941,Deposit,5604.77,2019-09-20
